age,gender,income_level,nationality,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout
28,F,Low,UK,2.82,97.75379294103314,71,2,25.757666666666665,5,8.36990723343419,41.80340842466931,-0.23284413244087698,32.53589087711627,35,44,41,2,4,4,64,97,92,86,21,38,Medium,0,88
28,F,Medium,DE,2.2,86.3186251772403,52,0,32.757666666666665,8,6.489235072145773,52.15108298619337,0.5747409120744011,100.0,24,20,13,5,4,3,4,52,69,94,36,31,Medium,0,16
23,F,Medium,US,3.01,83.4061612467545,20,4,26.257666666666665,3,4.830564374049244,70.3894893019213,0.5122342054283715,64.84795879808314,21,41,48,1,2,6,81,82,21,32,34,14,Low,1,101
27,F,Medium,US,2.61,75.87150251797749,1,2,33.257666666666665,5,8.332981097140204,60.7729742236261,0.15972649474292266,65.10051144728234,34,3,24,4,6,3,51,77,85,38,99,13,Low,0,15
22,M,High,UK,2.02,80.37871629589978,5,4,29.757666666666665,7,14.76993586092031,82.28290434402123,0.5628940918775236,84.3536183912352,48,45,7,4,3,4,50,7,49,86,8,86,High,0,27
26,F,Medium,CN,3.87,81.64717269970033,43,1,33.757666666666665,4,12.907329868119366,80.97116763489038,0.0001891761611148013,8.369000815081279,42,34,44,6,5,6,40,14,94,71,48,32,Medium,0,10
25,M,Medium,DE,2.73,83.99875684733573,79,2,34.257666666666665,5,14.903102601222876,61.9802357558402,0.6848272057121578,100.0,2,47,5,4,1,3,93,87,86,97,53,44,Medium,0,70
20,M,Medium,US,2.18,87.34340288471934,79,3,31.757666666666665,4,9.658516604642724,92.55613551407971,0.5865714355830938,42.822037241467825,32,47,6,1,1,6,75,18,98,34,98,73,High,1,15
21,M,Low,IN,3.45,72.17528474144909,81,3,34.257666666666665,6,10.320353930440424,53.45006250237289,0.8126604634194028,42.33311565307542,24,25,19,6,3,2,92,71,13,25,83,30,Low,1,125
18,M,Medium,US,2.64,65.33403034512996,71,0,32.757666666666665,7,5.262161765363975,58.941234770494844,0.5950699021917945,49.14256970344776,21,33,41,2,1,6,83,97,96,67,62,13,Low,1,20
19,M,High,UK,3.55,80.84280851273498,2,3,53.257666666666665,2,5.261613616429586,93.58677126262367,0.8418926141506806,79.68632820132672,11,14,26,5,4,1,82,87,58,86,63,0,Low,0,15
23,F,Medium,DE,2.63,62.527826626752386,89,1,44.257666666666665,4,9.560348681623934,50.418691237781374,-0.6436532986475565,100.0,13,49,7,5,4,4,84,96,82,93,91,55,Medium,0,9
23,M,Low,US,2.73,76.76339005006362,95,2,30.257666666666665,5,5.87145121715662,75.20309978465569,-0.4453758476393377,92.7909245167241,35,9,43,2,1,3,56,85,41,84,2,1,Low,0,16
19,M,Medium,IN,3.17,74.90810169888238,85,2,35.257666666666665,5,7.42836877786843,93.52371410363685,-0.09506494527723519,50.36148991573984,49,9,26,1,4,1,32,1,68,98,79,32,Medium,0,1
23,M,High,DE,3.3,84.91748192201669,45,2,27.257666666666665,4,10.129807585383096,31.011307296404695,-0.5143643199525441,24.034607187498608,27,19,46,4,5,3,19,24,59,61,27,0,Low,0,76
25,F,Medium,US,3.38,99.82597035486309,21,2,28.257666666666665,7,13.817022022895895,64.93470151935438,0.7934059627995222,51.71291422788014,10,22,30,3,2,1,27,98,25,0,63,2,Low,0,1
20,F,Medium,DE,2.96,60.55409376096439,91,1,29.757666666666665,2,10.029531098084421,84.21358170344281,-0.6404700745275447,47.20931594671385,12,12,16,4,2,2,65,29,15,84,47,8,Low,0,27
22,F,High,DE,3.26,100.0,18,3,36.757666666666665,6,5.919045611228102,65.9492642668565,-0.08222050802413605,27.103315900717696,9,49,6,6,5,5,42,7,81,28,46,52,Medium,1,58
22,M,Medium,US,3.37,77.66924840880974,79,1,27.757666666666665,4,4.534593161637204,70.88960105135743,0.043271937181125875,71.65706118023719,26,42,41,5,1,4,71,34,58,42,91,27,Low,1,33
24,F,Medium,US,3.1,83.4780868217258,97,0,36.757666666666665,4,10.359726225398976,72.82044573455934,0.7461091708620509,60.08842463321026,36,10,5,2,4,5,57,9,78,73,88,41,Medium,0,1
22,F,Low,UK,2.93,65.85167842376283,90,1,34.757666666666665,7,8.112750969480606,74.69104468422691,-0.4817122685500361,70.01115714138598,39,42,42,5,2,5,49,70,59,60,17,39,Medium,1,75
26,M,Low,US,2.28,89.96871570226321,52,0,32.757666666666665,2,10.348467906846349,57.91194301328516,0.9391994922472726,74.63367944022599,32,15,38,2,5,5,23,86,18,65,39,9,Low,1,148
21,F,High,CN,3.3,80.41472536351723,84,3,22.257666666666665,5,9.387481589000805,81.49358758274141,-0.4160871659861738,73.69445796842942,49,22,21,4,1,4,97,66,59,40,7,50,Medium,0,11
23,M,Medium,US,3.02,79.38532588811714,83,1,26.257666666666665,3,9.788668701187943,73.8250523893933,-0.6740159658968456,58.712218420918106,45,50,29,2,5,4,54,70,0,27,23,66,High,0,16
22,F,Medium,CN,2.79,60.626148850970466,98,2,22.757666666666665,1,13.604734645539253,52.80874766717213,-0.4928355936873252,92.79908437875397,11,41,23,6,6,5,9,49,18,100,53,29,Low,0,31
20,F,Medium,IN,3.64,80.73796813847427,36,2,35.757666666666665,4,13.160892961512346,63.015193076197704,0.7621569485529638,50.19997819888751,46,17,2,3,4,6,39,72,58,68,23,61,High,0,2
26,M,Low,UK,2.29,88.45828323816573,63,1,23.757666666666665,7,11.106537336475427,48.80269696536767,-0.6951761320752741,47.22953751143939,2,32,44,2,3,5,86,54,39,53,56,0,Low,0,36
20,F,High,DE,3.82,77.63721364516812,82,2,32.757666666666665,1,7.314426757617553,73.20764150335336,-0.9361587225599732,55.36466717006848,37,40,38,6,5,3,32,34,79,31,57,39,Medium,0,17
21,M,Low,CN,2.99,91.7419934564415,22,0,35.257666666666665,6,8.34625872720651,77.35977404794451,-0.4168175911410883,70.75983057519741,28,29,44,5,6,1,91,45,45,23,99,13,Low,0,70
27,M,High,UK,3.16,91.32895171891363,22,2,34.257666666666665,4,12.28974558662515,73.1822755561681,0.08910480774889473,73.64549029322936,1,12,29,2,4,2,25,5,68,64,75,0,Low,0,5
29,F,Medium,UK,2.8,73.58904617259152,39,2,29.257666666666665,3,13.904199054630341,78.24741299609532,-0.28669612286692847,53.194250971741894,15,41,49,1,4,6,63,32,66,67,54,7,Low,0,31
26,F,Low,DE,2.17,95.95113858797393,36,2,18.757666666666665,3,6.178834936145693,72.00213164916059,-0.6785676497448541,53.6107247102428,44,17,3,6,4,5,51,62,5,79,13,58,Medium,0,11
28,F,Low,IN,2.93,80.45294964325082,75,2,27.757666666666665,4,14.582582714398573,81.43171938685055,-0.27162854566797945,86.0950719399616,37,41,31,6,1,1,89,82,95,76,1,47,Medium,1,69
28,F,High,IN,3.17,80.49745250787831,94,5,34.757666666666665,6,7.660763488524003,68.08143269923582,0.38514161084470766,33.84686177758341,28,27,46,2,1,3,28,23,42,52,80,9,Low,0,4
23,M,Low,IN,3.34,80.98981222602731,15,3,35.257666666666665,3,12.00636616478154,80.52705859935438,-0.12779186438880719,100.0,39,40,24,2,2,5,21,57,8,86,67,55,Medium,1,86
27,F,Low,UK,2.9,80.69315750941126,32,1,19.257666666666665,4,18.403176135412995,50.711896446120875,0.14544616400781796,53.98684231782709,9,42,23,5,1,6,23,61,67,61,90,28,Low,0,87
21,F,Medium,DE,1.9,53.698666433414914,93,0,39.257666666666665,3,5.230880782697536,49.04120356261946,0.8941047410718854,55.911270765803735,9,27,42,5,4,4,34,77,95,1,20,0,Low,0,1
23,F,Medium,IN,2.23,78.1449360181028,60,2,30.257666666666665,5,11.515612302941959,71.2992226507787,0.49647833372551675,67.395600650111,31,16,18,3,3,6,27,22,86,11,54,29,Low,0,8
24,F,Medium,US,4.0,66.36053528337546,20,0,21.757666666666665,3,9.058149473403615,80.26693911507905,0.6076642847018521,70.63988145359014,22,16,4,5,1,4,18,16,86,75,82,34,Medium,0,73
29,F,Low,UK,2.45,96.26335702215677,60,1,26.257666666666665,7,11.341727949435125,65.84848125182873,-0.423974722340309,46.901789842989125,11,1,13,2,4,5,58,85,19,89,35,0,Low,0,14
28,F,High,CN,3.71,95.860829917212,88,1,37.757666666666665,6,8.143080363909968,79.57166507531498,0.022770611404672403,66.76759032081362,1,20,44,3,4,6,31,24,39,53,44,0,Low,0,20
23,M,Low,IN,2.53,88.51938332455587,37,3,30.257666666666665,3,2.5616076421858196,74.64815690022655,-0.3108027984097892,41.32673231852353,22,10,15,3,2,4,15,16,52,96,78,17,Low,1,21
25,M,Low,US,2.91,77.61532562661111,48,3,24.257666666666665,5,7.738557672912918,39.267359887776664,-0.030944950558466244,48.02253687098231,37,34,11,2,6,5,16,40,56,73,87,60,Medium,1,32
20,M,Medium,DE,3.31,69.91985063396301,61,2,30.757666666666665,5,11.041010884597146,100.0,-0.7762483051180444,27.904345010100748,19,33,22,5,2,2,11,31,9,81,48,30,Low,0,109
27,F,Low,DE,2.59,73.42418998724395,84,2,34.257666666666665,6,14.047646112565637,51.11985240850153,0.03694204274749757,62.81490541800146,27,46,23,5,2,1,16,22,26,53,17,50,Medium,1,12
24,F,Medium,UK,3.8,99.42641906426033,57,2,40.757666666666665,4,11.216617752700614,55.82902130420552,0.051630020875222726,56.47387945518743,9,8,48,4,6,3,95,7,20,69,87,0,Low,0,112
24,M,Low,CN,3.04,73.0780261348004,96,3,16.757666666666665,6,14.418271882647542,87.24352051826783,0.14995453652729696,19.72532577003163,49,36,35,2,6,4,3,61,50,33,60,50,Medium,0,18
27,F,Low,IN,3.23,56.44404645613936,76,4,24.257666666666665,8,8.519689101995427,70.29619723570701,-0.5307802467518838,46.380346650509736,41,11,39,4,3,2,96,23,24,92,44,13,Low,0,40
25,F,Medium,CN,2.87,90.30165508485393,42,1,24.257666666666665,6,8.275647276697004,58.482889326061105,-0.5570968403830412,59.425015721032885,17,40,1,2,6,3,75,72,82,3,70,56,Medium,0,27
18,M,High,US,3.33,95.00503113617893,49,2,28.757666666666665,3,11.02923210564744,62.95591923083127,-0.26455037462454634,77.18656847330186,24,41,43,2,4,3,28,31,50,2,37,22,Low,0,13
21,M,Low,IN,3.79,96.59215687166522,70,2,36.257666666666665,5,8.874982330058653,56.793289237889944,0.07539722344537259,34.36259760852001,33,14,19,4,2,3,30,22,0,32,4,28,Low,1,84
20,F,Low,CN,2.93,90.38348004249329,7,1,21.757666666666665,7,13.367514419370846,57.99553823284364,-0.3264465669029515,53.98038627316714,7,49,4,2,3,5,9,84,80,21,55,52,Medium,1,11
26,M,High,CN,3.86,92.0151967723478,22,3,31.757666666666665,4,5.783234861544422,81.83950925161464,0.41228046377515604,37.996543866008054,29,22,14,5,3,1,61,1,90,66,47,37,Medium,1,15
18,F,High,US,2.69,80.52934074053542,24,0,28.757666666666665,2,12.588096251399884,62.528157983398295,0.1702462628937098,74.50331838406215,12,32,33,5,1,2,7,8,30,72,93,11,Low,0,30
20,F,Medium,DE,3.38,59.23704376508337,80,3,40.757666666666665,6,13.624082457825732,53.97341790224544,-0.7743021368425753,46.63429301280722,28,38,3,1,2,6,70,61,53,0,68,63,High,0,68
25,F,Low,IN,3.24,80.27881041500014,83,4,31.257666666666665,2,11.095264197061883,58.59984831485126,-0.5521994915017006,70.3760627247071,25,30,38,2,4,6,46,5,21,21,93,17,Low,0,1
26,M,Medium,CN,2.47,86.21572772419417,82,2,30.757666666666665,6,12.738173454840279,67.66982844800495,0.20921662127271667,52.8329638005615,21,44,8,4,2,2,67,99,61,93,62,57,Medium,1,14
24,F,Low,CN,3.11,78.6472994343375,10,3,34.757666666666665,6,8.052425164229561,58.76370889063686,0.06390688732423211,25.922195686550957,32,3,42,1,4,3,96,41,51,64,40,0,Low,0,29
28,M,Low,CN,3.0,78.19163881260386,29,3,32.757666666666665,5,7.5057539720908535,65.38018336253208,-0.32160609181379796,58.60080206687131,19,26,8,5,1,6,94,33,48,40,10,37,Medium,0,35
29,M,Medium,DE,2.57,70.35881960981678,31,1,25.257666666666665,2,11.056599533811385,75.22178792752187,-0.6562346153260354,36.31150530690468,39,40,45,4,2,3,19,32,18,38,88,34,Medium,0,8
19,M,Medium,UK,3.18,69.98261256727974,2,1,40.257666666666665,2,7.833326242982341,62.78772128748742,0.8408636954035442,82.38801354391602,11,0,38,3,2,5,72,64,24,6,3,0,Low,0,33
29,M,Medium,DE,3.07,98.3814851476607,26,1,23.257666666666665,5,10.901533994213935,57.10416826540522,-0.10112130488823046,96.36421014555216,2,24,9,3,4,1,55,33,14,43,97,17,Low,1,4
25,M,Medium,IN,2.96,98.74346369880142,43,4,29.257666666666665,4,10.904795159686513,59.54786542763837,-0.5749081010430246,72.75406469790923,35,45,20,3,5,5,62,4,38,89,21,60,Medium,1,8
25,F,Low,IN,2.97,79.97352868753896,89,0,30.257666666666665,5,9.797778421241002,90.88204130841768,0.4417904583620331,47.187726031815956,30,16,4,4,3,4,7,1,0,54,60,42,Medium,1,10
19,M,Medium,CN,2.95,82.81523605092927,17,1,37.257666666666665,6,10.846895830061872,100.0,-0.4881596628788427,60.445660803752844,35,4,2,4,6,4,13,57,50,18,24,37,Medium,0,6
25,F,Medium,CN,2.82,70.19141942962982,86,3,23.257666666666665,4,11.904083561343437,70.6916972569998,-0.46872083527062314,65.80227800982706,19,19,18,1,6,2,16,12,35,98,47,20,Low,0,17
26,M,High,IN,3.07,86.42574849939454,82,6,33.757666666666665,9,9.699921105714193,80.87344721376729,0.6541118226039191,81.69241296078573,34,27,11,2,2,5,2,56,43,5,60,50,Medium,1,97
24,M,Medium,CN,2.68,97.596491716142,15,0,30.757666666666665,4,8.569397999650201,55.90150527374358,0.8156962524962412,56.233104547631065,2,4,39,5,3,2,9,98,78,1,75,0,Low,0,8
19,F,Medium,US,4.0,64.70769220055307,26,2,31.257666666666665,3,12.467981061406153,61.147584405527866,-0.0638281660548774,68.16333936950879,49,24,36,6,1,2,73,57,59,7,2,37,Medium,0,15
24,F,Low,CN,2.3,84.63883299702394,46,2,37.757666666666665,4,10.819824605301722,76.74924943846135,0.2645793728924173,26.416696677467243,45,33,15,6,3,3,32,80,96,10,97,63,High,0,2
29,F,Low,UK,2.71,85.3902224264504,95,3,20.257666666666665,3,11.353227237497538,34.54546106063896,-0.27798802391676736,64.83535716526274,16,49,11,2,5,4,87,49,3,53,27,54,Medium,1,17
26,F,Medium,CN,2.75,85.27606514889257,79,1,31.757666666666665,2,11.747736733081352,81.5893445939338,0.2672493184513707,42.792811690933824,15,34,45,6,5,1,79,18,4,83,71,4,Low,0,83
19,M,Low,DE,4.0,96.42817667848469,98,3,28.257666666666665,7,10.445648838261233,61.531356149490726,0.45603074256922205,60.856453651787966,8,6,22,5,5,4,60,45,72,28,23,0,Low,0,38
29,M,Medium,DE,2.34,100.0,31,3,30.257666666666665,5,8.967407116303546,53.831851192873046,0.4420169323115648,39.23703356233244,49,47,33,2,3,2,37,64,83,67,97,63,High,0,8
29,F,Medium,DE,3.21,77.66516322127337,91,2,27.257666666666665,4,8.149483033731627,75.822592204773,-0.9185905114563659,68.22925022757923,3,33,33,5,2,3,100,87,55,85,84,3,Low,0,1
20,F,Low,US,3.12,86.73173672156358,96,1,28.757666666666665,8,9.73465168224073,91.6365569404229,-0.8027767502790133,72.76038249867055,42,42,35,5,4,2,63,41,37,62,14,49,Medium,0,31
27,M,Low,DE,3.17,80.8423370572606,60,1,32.257666666666665,5,11.445256035494806,65.30476730752714,0.4159170240207535,55.34002765455411,6,15,49,5,5,4,89,1,92,55,35,0,Low,0,121
22,M,Medium,IN,3.62,73.67884707060304,15,2,27.757666666666665,4,11.5852329453968,74.38208475149032,0.06367775988162605,42.67954153473953,49,1,35,6,6,1,27,55,27,5,42,15,Low,0,94
25,F,High,CN,3.61,82.70814156881015,27,2,26.257666666666665,2,10.431708620603079,76.8052269723805,0.8866586179170493,71.47812243254197,13,22,3,6,5,5,94,37,49,28,72,32,Medium,0,9
23,F,Medium,CN,2.77,86.71499528500247,12,1,40.257666666666665,5,11.056574759655886,73.60005360581305,-0.7928784152915715,91.145297164505,22,18,20,5,3,2,28,84,98,91,91,20,Low,0,15
27,M,Medium,IN,3.1,82.16928685416985,81,2,24.257666666666665,8,6.686083744755425,55.04957694380951,0.9793497352562195,98.43263685857761,3,21,11,4,1,2,73,42,3,59,83,13,Low,1,102
29,M,Low,DE,2.07,71.18818790513882,31,1,32.257666666666665,6,8.60675860462247,73.35280941854667,-0.7329413397416098,67.91773477368092,15,47,12,4,5,1,100,61,80,46,30,50,Medium,0,3
27,F,Medium,UK,3.05,75.36439360144323,70,3,31.257666666666665,7,12.012714147998008,72.76246573546011,-0.9371288086582961,65.56436908000467,48,17,11,6,3,6,97,83,82,95,71,54,Medium,1,96
29,M,Low,DE,2.6,75.44092579825343,26,6,31.257666666666665,10,7.499652023478173,29.054541715926007,0.7979815880867831,33.69560506838363,30,13,43,3,1,5,36,58,50,67,90,0,Low,0,8
29,M,Medium,DE,2.91,71.57556045069296,98,2,26.257666666666665,4,10.42383284763756,82.86359360236996,0.008085866321898338,86.27757651791768,16,44,45,4,2,3,60,39,95,87,11,15,Low,1,111
19,M,Medium,CN,2.16,83.13539581605669,78,0,41.257666666666665,9,10.15469773600742,47.44514347902046,-0.4266338011392503,13.543381203644003,45,45,10,3,6,2,73,36,17,12,21,80,High,0,18
21,F,Medium,UK,3.2,84.18112096293078,38,2,39.257666666666665,2,9.65839842374111,71.92366310078482,0.1436023203250536,83.83260516415017,47,36,28,6,2,5,47,9,61,13,74,55,Medium,1,87
26,M,Low,CN,2.15,89.79517600887196,48,1,29.757666666666665,7,12.036379401014898,92.76638552037811,-0.24494267512789292,60.53263444876255,20,6,23,6,3,3,50,19,87,89,38,3,Low,1,52
25,M,Low,CN,3.07,71.42377651839368,5,2,22.257666666666665,7,10.68156623171662,66.34270061013834,0.9772273957405004,11.361035802542247,19,45,38,1,3,6,4,12,38,88,85,26,Low,0,30
18,M,Low,UK,2.39,74.22521313771207,13,3,41.757666666666665,1,6.40759731610102,54.30830846038914,0.5479673678625292,66.73234033000854,42,2,44,1,3,5,8,21,26,32,87,0,Low,0,90
19,F,Medium,UK,2.58,95.54569451931238,100,4,24.257666666666665,7,11.548471190065804,78.38723723040401,0.3118791186499401,56.870842753243316,27,41,23,6,1,6,93,12,55,36,37,45,Medium,0,12
24,M,High,DE,3.58,78.3550413592708,82,2,34.757666666666665,3,8.478672163565466,91.02844846513324,-0.35581381022975545,51.02540725717117,14,37,21,4,3,6,7,69,55,25,100,30,Low,0,47
25,M,Low,UK,3.29,80.30131029251633,84,0,28.257666666666665,6,5.908358360662062,53.37091604661049,-0.9483111346140012,54.60267153891328,30,21,24,4,5,4,39,60,87,38,89,27,Low,0,40
20,M,Medium,UK,3.57,78.2489627860435,64,2,37.757666666666665,4,12.226766102883424,34.605762177220754,0.5947348894391726,59.62040382743981,18,10,25,1,1,1,77,79,34,2,27,3,Low,0,111
20,F,Medium,DE,3.78,91.33030818721643,22,3,26.757666666666665,6,6.442478620044643,87.74008992291272,-0.9043895175125725,59.5612679119707,20,3,49,6,3,6,9,53,8,50,69,0,Low,0,37
19,F,Low,US,2.61,91.71808680715029,10,1,32.257666666666665,8,8.935959756435057,82.81275209328538,-0.773729267100528,30.48673837541535,33,1,6,5,5,2,87,30,84,75,44,28,Low,0,22
24,F,Low,UK,3.75,91.13208100588848,73,4,26.757666666666665,2,10.880505173875608,75.77330528708588,0.17799232587687475,68.05798398999755,18,15,8,3,6,4,71,25,5,77,71,25,Low,0,29
18,M,Medium,IN,2.27,80.26567611357548,33,3,37.757666666666665,11,9.7800897377598,43.002688980151305,0.5138449524583784,52.40734733594938,26,24,20,6,6,5,43,9,18,52,52,30,Low,1,12
24,F,Medium,CN,3.37,71.27564022510998,0,3,45.757666666666665,5,8.127146650470843,78.9651415325102,-0.1821112120864321,91.73738349947193,33,17,20,4,4,2,33,19,84,42,55,30,Low,1,67
23,M,Medium,UK,2.75,99.25213077759254,2,0,39.257666666666665,8,7.018833944648145,85.50332481246853,0.17810200672645693,77.20125563613531,46,30,24,6,1,5,9,50,73,12,57,52,Medium,0,26
23,F,Medium,IN,2.53,88.56308976955518,56,3,30.257666666666665,3,7.719753961595546,100.0,0.9472895030760946,79.4516068451137,45,5,50,4,4,4,54,91,16,66,38,0,Low,1,11
26,M,High,DE,3.31,75.4334101860761,84,3,20.757666666666665,5,6.767680499988568,65.77825415532794,-0.43741519550239194,97.2321597485342,45,35,29,3,6,6,77,36,11,46,54,51,Medium,0,2
24,F,Medium,CN,3.47,94.23818846944411,36,2,29.757666666666665,4,9.620535700775498,72.38575229640088,-0.912057250233868,74.72008389793186,38,7,13,5,4,1,100,59,71,17,32,32,Medium,0,13
26,F,High,IN,3.46,74.64391084740905,100,0,29.757666666666665,4,8.363898131304676,37.70998714647703,-0.5562527055216384,57.07440601030618,23,22,13,1,5,2,27,26,63,49,83,32,Medium,0,3
27,M,Medium,IN,3.11,94.10703403188657,38,3,23.257666666666665,5,5.863727325884884,84.52531636017572,-0.1070575987436293,8.829650003280406,22,1,5,4,2,5,66,85,92,29,80,18,Low,0,7
29,F,High,CN,3.07,94.78284589384492,74,0,39.257666666666665,5,9.132345597567875,84.16306914770668,0.5547281545948095,64.81799062507758,3,47,0,6,5,6,2,7,49,8,32,50,Medium,0,4
27,M,High,DE,3.26,70.78517228318944,24,0,28.257666666666665,4,8.070343860645853,76.0577051936648,-0.161491553034125,94.61521604809158,40,22,15,6,1,2,2,26,24,95,84,47,Medium,1,2
24,M,Medium,US,3.15,85.8175830302096,61,2,31.757666666666665,3,10.80431905384936,87.81439667967776,0.17782897745870185,77.89273202609499,47,19,35,2,3,5,19,99,5,86,52,31,Medium,0,3
23,M,High,CN,3.27,87.8219070396133,27,2,21.257666666666665,2,11.086340817665663,58.27335488258333,0.1316171762157945,49.84934173757862,32,8,42,3,2,3,5,47,94,42,33,0,Low,0,31
20,F,High,DE,3.1,100.0,78,2,27.757666666666665,2,14.025899784192637,66.7279170208411,-0.024344477449664392,61.19729726951248,47,11,35,2,1,6,30,78,10,91,33,23,Low,0,47
25,M,Medium,CN,3.42,72.57698882366142,45,1,24.257666666666665,3,11.943343913968189,67.31378490726524,-0.6819666982056782,48.88325846582924,26,13,50,4,5,3,58,25,81,73,63,0,Low,0,53
19,F,Medium,CN,2.19,94.32543276993829,4,2,31.257666666666665,2,6.735250641770555,86.48814820973331,-0.8639597996161379,66.11468526253829,5,4,12,4,1,6,16,83,63,41,78,0,Low,0,4
29,F,Medium,IN,2.93,80.17346018033554,25,3,39.257666666666665,5,3.4807986642423057,86.82476512364862,-0.5940522204826626,49.79198485335662,45,24,31,6,6,2,5,16,69,8,73,38,Medium,1,20
28,F,High,US,2.31,67.58635816419431,35,0,20.757666666666665,3,5.443763769858693,74.76557114831597,-0.4596055239642012,88.78736477160182,20,7,39,6,6,6,38,43,62,99,63,0,Low,0,220
19,F,Medium,UK,3.14,78.80012830165713,47,1,35.257666666666665,5,8.49240269758494,73.97954381058226,-0.6248648922129958,62.40656076692447,25,8,50,4,1,5,0,39,53,3,21,0,Low,0,43
